Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Created At,Hashtags
25630,50,75,3,9901,0,0,271,1
25631,51,86,3,9205,0,1,253,1
25632,63,75,0,3893,1,1,266,0
25633,30,99,1,922,1,1,268,1
25634,38,56,3,9784,0,1,254,1
25635,40,89,4,6898,0,1,271,1
25636,77,62,2,1175,0,1,243,1
25637,84,7,3,17,1,0,275,1
25638,58,30,0,395,1,1,260,1
25639,50,24,0,5218,1,1,252,1
25640,72,67,0,9893,1,1,268,1
25641,86,94,5,3815,1,1,254,1
25642,90,81,4,1203,0,0,246,1
25643,60,60,4,3267,0,1,255,0
25644,72,51,5,6340,1,1,275,1
25645,90,24,2,6892,0,1,272,1
25646,52,12,1,1410,0,0,275,1
25647,47,22,0,1627,0,0,242,1
25648,54,78,1,9687,1,1,244,0
25649,73,35,2,5532,0,0,243,1
25650,67,34,0,4115,0,0,274,1
25651,35,77,0,4967,0,1,243,1
25652,80,33,5,4884,0,0,262,1
25653,99,32,2,4104,0,0,271,1
25654,64,54,4,3772,0,0,277,1
25655,43,12,0,4170,1,1,268,1
25656,34,15,3,9606,1,0,246,1
25657,37,2,0,9944,1,1,259,1
25658,35,61,3,7065,1,1,257,0
25659,57,45,1,4620,1,1,244,1
25660,56,93,1,7104,0,1,247,1
25661,65,95,3,2055,0,0,272,1
25662,66,42,0,7996,0,0,279,1
25663,70,40,5,7503,1,1,244,1
25664,34,10,3,7910,1,0,255,0
25665,60,17,2,712,1,0,246,1
25666,54,36,0,8537,0,1,272,0
25667,40,99,0,7987,1,1,277,1
25668,46,20,0,3961,1,1,244,1
25669,36,84,2,1716,0,1,248,1
25670,53,10,1,4654,0,1,268,1
25671,77,35,5,497,0,1,263,1
25672,39,48,2,8394,1,1,274,1
25673,66,50,5,645,0,0,258,1
25674,83,14,3,8215,0,1,246,1
25675,80,58,3,2180,0,1,245,1
25676,42,38,5,8321,0,0,244,1
25677,57,32,0,8410,1,0,279,0
25678,43,24,4,6075,1,1,249,1
25679,94,28,1,1383,1,0,250,1
25680,84,83,4,4766,1,0,273,1
25681,64,14,1,7709,0,1,271,1
25682,66,16,2,8736,0,0,259,1
25683,75,62,5,1203,0,0,259,1
25684,63,38,1,3392,1,0,265,1
25685,44,20,1,5513,1,0,279,0
25686,46,5,2,3984,0,0,259,1
25687,44,94,5,4797,0,1,269,1
25688,51,85,4,1782,1,0,249,1
25689,62,20,3,6558,1,1,262,0
25690,73,90,3,4458,1,0,255,1
25691,73,83,0,2858,1,0,277,1
25692,86,57,2,4372,1,1,253,0
25693,95,64,1,3438,0,1,279,1
25694,47,17,0,8829,0,1,256,1
25695,74,48,2,110,0,0,277,1
25696,53,64,0,5979,0,0,276,1
25697,56,23,0,6724,1,1,277,1
25698,83,9,1,4946,0,0,254,1
25699,79,51,1,4197,1,0,260,1
25700,68,87,1,7573,0,1,263,1
25701,58,48,3,4481,0,0,246,1
25702,99,67,0,2773,1,1,280,1
25703,75,28,4,179,1,0,279,1
25704,61,31,2,6647,1,1,276,1
25705,35,63,4,3369,0,0,274,1
25706,74,30,5,4121,1,1,250,1
25707,88,68,3,321,0,0,260,1
25708,89,91,0,7424,1,0,257,1
25709,55,67,4,1340,0,0,275,1
25710,100,82,4,7105,1,1,254,0
25711,46,40,3,7109,0,0,255,1
25712,51,5,2,2550,0,0,242,1
25713,48,89,3,1300,0,0,279,1
25714,45,18,0,3318,0,1,242,1
25715,64,34,1,2848,1,1,267,1
25716,65,29,1,8848,1,1,244,1
25717,63,32,3,209,1,1,273,1
25718,65,85,0,6013,0,0,244,0
25719,75,10,4,6320,1,0,269,0
25720,57,9,3,9055,0,1,248,1
25721,71,42,5,2162,1,1,277,0
25722,49,41,5,1817,1,0,258,1
25723,72,17,3,3366,1,0,251,1
25724,72,39,3,6781,1,1,253,0
25725,80,59,0,6082,0,0,258,1
25726,34,71,4,6957,0,1,265,1
25727,66,68,4,5544,0,0,268,0
25728,73,91,5,8944,0,0,257,1
25729,76,2,0,3234,0,1,254,1
25730,89,16,5,405,0,0,270,1
25731,63,90,5,9469,0,0,258,1
25732,76,59,5,4967,1,1,274,1
25733,50,75,0,9043,0,0,267,1
25734,57,86,4,9447,1,0,251,1
25735,89,8,2,6846,1,0,268,1
25736,64,62,5,3693,0,1,243,0
25737,70,98,3,6250,1,0,273,1
25738,87,8,0,5201,1,0,273,1
25739,60,42,1,8525,1,1,271,1
25740,50,52,0,4042,1,0,256,1
25741,57,47,5,8202,1,1,263,1
25742,84,65,5,5864,0,0,245,1
25743,70,68,4,3608,0,1,244,1
25744,73,24,1,8103,1,0,241,0
25745,50,81,3,9046,1,0,270,1
25746,52,64,1,5004,1,1,266,1
25747,68,58,4,4778,1,0,265,0
25748,57,26,3,9654,1,1,267,0
25749,93,76,2,9782,0,1,256,1
25750,67,18,0,3472,1,0,261,1
25751,48,23,1,5150,0,0,277,1
25752,82,82,0,1405,0,1,256,1
25753,52,70,3,3552,1,0,243,1
25754,51,84,0,944,0,1,269,1
25755,43,16,5,6809,1,1,250,1
25756,85,68,1,8083,1,0,269,1
25757,50,32,3,832,1,1,260,1
25758,39,22,3,365,1,1,244,1
25759,32,70,5,7615,1,0,242,1
25760,80,44,4,2677,0,1,247,0
25761,60,78,5,7737,1,0,273,1
25762,67,74,4,483,1,0,281,1
25763,79,25,5,9588,1,0,253,1
25764,76,7,2,9196,1,0,251,1
25765,76,13,1,8277,0,0,250,0
25766,67,62,2,7776,1,0,273,0
25767,45,52,0,3082,1,1,275,1
25768,38,68,5,5709,1,0,265,1
25769,90,21,2,5182,0,1,265,1
25770,65,77,4,2226,0,1,246,1
25771,88,75,1,2361,1,1,257,0
25772,42,7,5,7249,1,0,271,1
25773,69,52,1,4553,0,1,262,1
25774,71,39,3,6844,0,1,260,1
25775,65,65,2,4502,0,0,267,1
25776,52,43,5,1115,1,1,270,1
25777,73,84,2,2430,1,1,255,1
25778,43,56,1,861,0,0,269,1
25779,46,3,4,34,1,1,251,1
25780,85,28,4,4982,1,1,243,1
25781,56,6,3,3426,0,1,276,1
25782,45,4,2,1664,0,0,278,0
25783,67,8,1,1298,0,0,246,1
25784,55,8,5,9863,1,0,256,0
25785,85,5,5,8093,1,0,247,0
25786,50,33,4,6513,0,0,272,1
25787,51,3,1,8978,0,1,258,1
25788,91,24,5,7073,0,0,279,1
25789,65,7,1,1500,0,1,251,1
25790,60,13,5,8292,1,1,274,1
25791,82,13,2,8147,1,0,268,1
25792,41,55,4,81,0,1,262,1
25793,74,98,0,4247,1,1,271,0
25794,52,3,4,9858,1,1,275,1
25795,59,68,5,1480,1,0,257,1
25796,53,20,2,3641,0,0,250,1
25797,44,88,3,6916,1,0,264,1
25798,53,74,1,4602,1,1,254,1
25799,41,0,1,6517,1,1,256,1
25800,67,25,3,7454,0,1,242,1
25801,47,51,4,6060,0,1,264,0
25802,74,34,1,7096,0,0,276,1
25803,74,51,4,4609,0,0,280,1
25804,64,25,2,5206,1,0,247,1
25805,75,62,0,5682,1,0,243,1
25806,72,43,1,3134,1,1,243,1
25807,55,47,3,7906,1,1,262,1
25808,53,40,3,4479,0,1,279,1
25809,56,0,2,4272,0,1,252,1
25810,75,37,4,7248,1,1,264,1
25811,50,98,0,3490,0,1,262,1
25812,39,9,2,4681,0,0,276,0
25813,79,17,0,3056,0,1,274,1
25814,84,72,5,6777,0,1,271,0
25815,56,16,5,3137,1,1,250,1
25816,72,12,2,5422,0,1,254,1
25817,94,71,4,2708,1,1,262,1
25818,44,42,3,8540,1,1,258,0
25819,60,43,0,5942,1,1,276,0
25820,43,0,2,62,1,1,245,1
25821,72,62,2,8528,1,1,267,1
25822,48,70,5,6197,1,0,275,1
25823,75,20,4,8671,1,1,243,1
25824,82,15,2,8006,0,1,280,1
25825,35,64,5,3815,1,0,255,1
25826,55,78,3,4255,0,0,259,1
25827,50,40,3,8101,0,0,266,1
25828,68,69,3,3229,1,0,243,1
25829,37,86,1,2770,0,0,264,1
25830,73,40,1,2684,1,1,241,1
25831,66,31,3,982,0,0,250,1
25832,48,96,3,2057,1,0,250,1
25833,86,63,4,5006,0,0,253,1
25834,61,66,4,5166,0,1,245,1
25835,82,45,1,8957,1,1,266,1
25836,95,15,4,3063,1,0,257,1
25837,30,56,0,6493,1,1,281,1
25838,94,45,0,9936,0,0,242,1
25839,50,65,0,170,1,1,254,1
25840,87,61,5,5761,0,0,254,1
25841,76,45,1,8613,0,1,269,1
25842,37,48,5,5553,0,1,269,1
25843,39,72,1,4431,0,0,276,1
25844,60,57,2,4007,1,1,272,1
25845,44,29,3,6617,0,1,280,1
25846,65,79,3,6932,1,1,262,1
25847,31,28,2,7587,0,0,241,1
25848,88,63,0,7115,0,0,263,1
25849,68,94,1,4387,0,1,280,1
25850,36,5,4,6779,1,1,273,1
25851,86,22,3,5777,0,0,280,0
25852,56,63,0,8088,1,0,242,1
25853,50,27,4,8930,1,1,253,1
25854,70,48,2,5773,0,0,268,1
25855,57,67,3,7245,0,1,279,1
25856,52,88,5,9988,1,1,242,0
25857,81,36,3,4775,1,0,257,1
25858,87,74,4,2559,0,0,272,1
25859,69,19,2,5990,0,0,278,1
25860,81,45,5,1337,0,0,276,1
25861,70,72,5,3883,1,0,279,1
25862,58,44,1,7381,1,0,261,0
25863,53,48,4,5574,0,0,261,0
25864,35,42,5,8104,1,0,281,1
25865,62,95,0,9421,0,1,264,1
25866,59,22,0,839,0,1,256,1
25867,42,23,2,2898,0,1,280,1
25868,69,76,0,255,1,1,264,1
25869,77,69,5,9015,1,0,254,1
25870,47,63,0,969,1,1,265,1
25871,35,61,1,955,1,1,243,1
25872,51,54,1,6738,1,1,258,1
25873,57,20,4,3601,1,0,278,1
25874,72,2,0,1777,1,0,261,1
25875,40,11,1,8569,0,1,270,1
25876,43,64,5,4001,0,1,262,0
25877,46,28,4,8178,0,1,257,1
25878,74,33,0,8543,1,1,262,1
25879,48,86,3,4930,0,1,278,1
25880,50,33,2,6465,0,0,262,1
25881,61,84,5,2587,1,1,254,1
25882,57,56,1,6868,0,0,280,1
25883,87,94,4,9088,0,1,257,1
25884,44,46,5,1913,1,1,263,0
25885,44,38,3,321,0,1,280,1
25886,75,13,0,2835,0,1,242,1
25887,81,75,0,9375,0,0,268,0
25888,50,93,5,8041,0,0,256,1
25889,55,73,1,3564,0,1,256,1
25890,86,24,3,9610,1,1,266,1
25891,48,20,2,2178,1,1,264,0
25892,86,21,1,3896,1,0,275,1
25893,94,27,4,507,1,1,270,1
25894,80,27,4,5984,0,1,268,1
25895,38,48,5,3265,1,0,251,1
25896,70,98,1,7486,0,1,255,1
25897,61,72,2,7668,0,1,267,1
25898,53,42,3,6789,0,0,245,0
25899,35,93,5,3735,0,1,249,1
25900,92,35,5,9684,0,1,262,1
25901,96,89,5,2775,0,0,269,0
25902,48,41,0,1241,0,1,273,1
25903,59,13,1,9214,1,0,255,0
25904,64,19,1,9746,0,1,245,0
25905,68,50,3,1692,0,0,258,1
25906,58,26,3,7838,1,0,279,1
25907,75,62,3,109,0,1,280,0
25908,34,0,3,6037,1,0,278,1
25909,46,2,1,3199,0,1,263,1
25910,81,20,3,3088,0,0,258,1
25911,63,81,2,9400,0,0,248,1
25912,72,46,1,6606,0,0,274,1
25913,93,45,2,5061,1,0,279,1
25914,41,94,2,5223,1,0,258,1
25915,36,2,2,6892,1,0,273,1
25916,47,3,1,4100,0,0,276,0
25917,68,11,2,3696,1,0,250,1
25918,89,82,3,4054,0,0,265,1
25919,40,29,4,7441,0,1,245,1
25920,66,70,2,4350,0,1,246,1
25921,45,70,2,8223,1,0,244,0
25922,99,65,0,8081,1,0,266,1
25923,56,23,0,654,0,0,261,1
25924,65,69,3,2754,0,0,250,1
25925,73,54,1,5640,0,0,273,1
25926,66,9,3,9722,0,1,253,1
25927,49,84,5,7016,1,0,260,1
25928,62,91,2,2387,0,0,270,1
25929,73,8,2,1446,0,1,281,1
25930,49,28,0,1486,0,1,245,1
25931,66,26,5,7909,0,0,250,1
25932,78,29,0,8616,0,0,262,0
25933,83,13,4,3040,0,1,278,1
25934,80,74,2,2928,1,1,258,1
25935,71,6,4,3077,1,1,279,1
25936,74,8,5,1255,1,1,257,1
25937,83,97,3,4219,1,1,250,1
25938,44,13,3,1210,0,1,279,1
25939,73,52,1,1145,1,1,244,1
25940,59,91,5,1055,0,1,266,1
25941,50,26,5,3130,1,1,247,1
25942,61,96,4,9292,1,1,267,1
25943,62,64,0,6994,0,0,280,1
25944,72,16,1,4981,1,1,254,0
25945,82,97,3,3799,1,0,272,1
25946,43,86,2,6586,1,1,259,1
25947,64,7,0,6574,0,1,242,0
25948,80,12,2,9007,1,0,268,1
25949,57,9,4,2825,0,0,260,0
25950,40,5,4,9878,0,1,250,1
25951,76,45,0,5453,0,1,270,1
25952,86,13,5,3327,0,1,270,1
25953,80,33,4,4339,0,1,265,1
25954,34,98,1,1154,1,0,245,1
25955,35,50,0,6725,1,1,242,1
25956,72,19,2,2763,1,1,249,1
25957,56,62,1,756,1,0,249,0
25958,85,34,4,9182,1,1,275,1
25959,45,17,1,1946,1,0,247,1
25960,67,48,2,313,1,1,245,0
25961,63,6,0,5740,1,0,243,1
25962,79,37,2,2026,1,1,264,1
25963,70,89,3,1656,0,1,267,1
25964,42,16,0,1129,0,1,276,1
25965,48,98,2,9740,1,0,262,1
25966,73,60,1,1447,0,1,258,1
25967,61,69,2,3725,0,1,270,1
25968,86,60,4,2564,0,1,252,0
25969,54,80,1,6287,0,0,258,1
25970,62,23,4,1355,0,1,277,1
25971,96,96,3,6427,1,0,261,1
25972,48,73,5,189,0,1,273,0
25973,72,46,4,9290,1,0,261,1
25974,61,71,0,3389,0,0,257,1
25975,73,29,1,4323,1,1,252,0
25976,62,56,3,1374,0,0,271,1
25977,33,53,4,7187,0,1,254,1
25978,80,13,5,6425,0,1,262,1
25979,80,3,2,5025,0,1,269,1
25980,59,70,2,9663,0,1,249,1
25981,37,6,1,9748,0,1,278,1
25982,72,91,2,9815,1,1,274,1
25983,65,86,2,4103,1,1,253,1
25984,90,8,4,7808,0,0,270,1
25985,79,48,3,5660,0,0,263,0
25986,45,6,5,6407,0,0,247,0
25987,38,39,2,4617,0,1,261,1
25988,62,69,3,3050,0,1,256,0
25989,46,21,4,1291,1,0,244,1
25990,41,87,2,7370,0,0,249,1
25991,61,66,3,601,0,1,275,1
25992,43,40,1,6191,1,0,263,0
25993,81,71,1,3494,0,1,272,1
25994,66,22,1,2764,0,1,275,1
25995,61,27,1,7500,1,1,269,1
25996,73,95,4,6816,1,0,245,1
25997,61,96,0,2557,0,0,243,1
25998,56,4,2,6115,0,0,268,1
25999,53,5,0,1193,1,1,250,1
26000,75,66,3,6259,0,1,274,1
26001,66,19,2,2910,0,1,249,1
26002,68,59,1,1569,1,1,274,0
26003,85,48,3,9599,1,0,250,0
26004,71,79,2,7942,1,1,271,1
26005,71,96,1,7761,1,1,275,1
26006,39,58,4,7854,1,0,242,1
26007,74,5,2,7432,0,1,267,1
26008,46,6,2,4203,1,0,262,0
26009,36,29,5,222,0,0,249,1
26010,58,69,4,8196,0,0,245,1
26011,47,100,5,6925,0,0,264,1
26012,61,21,3,8096,1,0,247,1
26013,40,85,4,1071,0,1,260,1
26014,54,92,1,7840,1,1,280,0
26015,94,12,4,4750,0,0,248,1
26016,80,75,3,542,1,0,272,1
26017,42,26,2,1455,1,0,246,1
26018,41,28,4,4255,1,1,268,1
26019,79,52,1,4087,1,1,249,0
26020,52,25,2,2749,1,1,247,0
26021,70,21,1,8299,1,1,253,1
26022,76,41,5,866,1,0,274,1
26023,45,76,4,4419,1,0,260,1
26024,56,26,3,7582,0,1,263,0
26025,32,33,2,6031,1,0,252,1
26026,81,94,0,8938,0,0,279,1
26027,84,67,5,2073,1,1,274,1
26028,60,30,5,2323,0,1,272,1
26029,47,45,2,872,1,1,249,1
26030,41,95,4,4452,1,0,250,1
26031,56,78,3,5619,1,0,279,1
26032,47,16,4,1636,0,0,245,1
26033,43,60,4,774,1,0,264,1
26034,82,97,4,9698,0,0,249,0
26035,31,6,5,9011,1,0,261,1
26036,61,71,0,9647,1,0,259,1
26037,68,44,2,3349,0,0,265,1
26038,37,5,1,6126,0,1,260,1
26039,46,97,2,2746,1,1,268,1
26040,64,54,4,4821,0,1,247,1
26041,55,25,5,142,1,1,252,1
26042,36,5,1,8254,0,0,279,1
26043,58,33,5,9805,0,0,241,1
26044,55,5,5,3990,1,0,250,1
26045,58,74,1,3461,0,0,278,1
26046,83,50,3,10000,1,0,261,1
26047,40,67,5,8296,0,1,242,1
26048,54,89,0,8610,0,1,249,1
26049,90,24,0,4848,0,0,281,1
26050,72,83,4,2637,1,0,248,0
26051,73,38,0,6530,1,1,243,1
26052,95,85,4,9596,0,0,247,1
26053,41,44,0,7696,0,1,269,0
26054,37,30,0,4316,1,1,249,0
26055,52,9,2,478,1,1,245,1
26056,77,82,4,4953,0,0,262,1
26057,74,12,3,1541,0,0,253,1
26058,44,23,5,5410,0,1,265,1
26059,65,67,2,4258,1,1,259,0
26060,51,65,2,7179,0,1,270,1
26061,51,56,3,7219,1,1,247,1
26062,52,1,4,5248,1,1,262,1
26063,31,52,3,3064,1,1,279,0
26064,84,57,2,3082,0,0,281,1
26065,52,14,0,88,1,1,254,0
26066,42,20,5,33,0,1,252,1
26067,36,1,4,5081,0,1,256,1
26068,69,77,5,6291,0,0,260,1
26069,65,2,1,2050,0,0,266,0
26070,81,27,1,8789,1,1,278,0
26071,57,2,1,9560,1,1,244,1
26072,84,60,0,8560,1,0,261,0
26073,62,68,5,9364,0,0,256,1
26074,86,53,2,8263,1,1,261,1
26075,65,41,5,8103,0,1,264,0
26076,55,22,4,2110,0,1,254,0
26077,81,11,5,3881,1,0,265,1
26078,50,17,1,2403,0,0,276,1
26079,58,11,5,4822,1,1,263,0
26080,70,35,0,1008,0,1,276,1
26081,77,19,2,6557,0,0,275,0
26082,84,23,0,9591,1,1,245,1
26083,39,70,0,5934,1,0,260,1
26084,44,100,2,3682,1,1,255,1
26085,91,34,2,4214,0,0,265,0
26086,75,33,2,3795,1,0,254,1
26087,82,98,4,8183,0,1,268,0
26088,43,47,5,548,0,0,279,1
26089,53,52,1,1338,1,0,274,1
26090,54,70,4,3655,0,1,278,1
26091,57,45,1,7259,0,0,269,1
26092,42,4,3,8081,0,1,270,1
26093,39,18,4,336,0,1,274,1
26094,51,42,1,2378,1,1,245,1
26095,67,7,3,9739,1,0,278,1
26096,52,64,1,5889,0,1,272,0
26097,96,3,1,4541,1,0,243,1
26098,68,33,0,7335,0,0,256,1
26099,36,33,1,1038,1,1,241,1
26100,40,94,2,972,0,1,266,1
26101,52,80,3,7495,1,1,278,1
26102,46,20,0,180,0,1,271,1
26103,50,91,5,8326,0,0,244,1
26104,51,16,2,5083,1,0,259,0
26105,68,82,1,4950,1,0,267,1
26106,48,64,2,7229,0,0,243,1
26107,48,17,5,9905,1,1,256,1
26108,91,64,5,5340,0,0,254,1
26109,55,50,0,4347,1,0,276,1
26110,45,5,2,7577,1,0,267,1
26111,45,96,3,9140,0,0,276,1
26112,60,6,0,9893,0,1,259,1
26113,96,53,2,6706,0,1,280,1
26114,71,53,1,9008,0,1,279,0
26115,89,73,0,104,0,1,247,0
26116,98,85,2,2101,1,0,261,1
26117,62,31,4,7225,0,0,251,1
26118,74,19,4,6976,1,0,272,1
26119,87,64,2,3782,0,1,242,1
26120,76,64,4,4112,0,1,257,1
26121,92,25,4,103,0,1,270,1
26122,77,59,4,3588,1,1,248,1
26123,48,84,2,480,1,1,254,1
26124,42,79,5,8208,1,1,258,1
26125,40,26,0,3199,1,1,274,1
26126,74,66,5,6471,1,0,275,1
26127,93,79,4,7864,1,0,264,1
26128,38,13,1,1176,0,1,252,1
26129,41,12,4,4566,0,1,267,1
26130,74,45,2,2575,0,1,252,1
26131,54,53,5,7556,1,0,268,1
26132,48,68,2,2499,0,0,272,1
26133,73,37,1,6731,0,1,257,0
26134,66,32,3,5210,0,0,269,1
26135,60,64,2,8260,1,0,262,1
26136,56,4,1,2752,1,0,260,1
26137,63,91,3,7784,1,0,274,1
26138,44,61,4,1439,0,0,259,1
26139,61,8,0,522,1,0,267,1
26140,84,83,0,83,1,0,272,1
26141,53,24,5,8841,0,0,272,1
26142,79,65,2,8713,0,1,252,1
26143,84,80,0,6189,0,1,267,0
26144,47,66,3,1653,1,0,273,1
26145,38,96,0,4199,1,0,272,1
26146,54,8,4,4093,1,0,281,1
26147,52,76,4,7839,0,0,266,1
26148,78,64,0,900,0,0,261,1
26149,85,54,5,3250,0,1,250,1
26150,62,87,3,6530,1,0,260,1
26151,71,9,1,4713,0,0,278,1
26152,41,45,5,5570,1,0,280,0
26153,37,40,4,6495,0,0,249,0
26154,69,17,2,6679,0,0,268,1
26155,44,0,5,4399,0,0,270,0
26156,44,67,0,9478,0,0,274,1
26157,57,55,0,9547,0,0,260,1
26158,69,20,0,4697,0,1,263,0
26159,55,96,0,5087,1,0,276,1
26160,83,62,2,8649,1,1,244,1
26161,45,37,0,3797,1,1,246,1
26162,62,72,3,1586,0,0,280,1
26163,46,7,3,3415,0,1,269,1
26164,86,89,1,6326,1,1,276,0
26165,86,47,1,9373,0,1,269,1
26166,78,8,3,5281,1,1,262,1
26167,82,56,0,9297,0,0,257,1
26168,47,11,1,4994,1,0,260,1
26169,49,56,3,2969,1,0,263,1
26170,41,93,0,8839,1,1,267,1
26171,64,33,2,2235,1,0,255,1
26172,49,20,5,4695,0,0,265,0
26173,39,68,2,4410,0,0,242,1
26174,43,68,4,5361,1,1,281,1
26175,47,9,4,7245,0,1,241,1
26176,67,5,4,17,0,0,259,1
26177,40,22,0,7975,1,1,248,1
26178,91,55,1,8217,1,0,279,1
26179,50,0,4,8862,1,0,244,1
26180,77,49,2,4162,1,1,259,0
26181,78,44,5,314,0,1,264,1
26182,88,35,2,740,1,1,271,1
26183,52,8,4,4918,1,0,258,1
26184,83,31,1,1482,0,1,281,1
26185,50,14,5,9083,1,1,264,1
26186,44,93,5,9012,1,1,276,0
26187,45,35,1,1690,0,1,246,0
26188,76,57,1,4185,1,0,277,1
26189,48,37,3,8988,0,1,261,1
26190,32,9,3,7208,0,0,269,0
26191,57,14,2,9178,1,1,268,1
26192,63,95,0,1377,0,1,245,1
26193,60,10,4,3526,1,1,246,1
26194,74,25,4,5755,1,0,270,0
26195,49,45,2,2602,0,0,273,1
26196,93,40,2,2817,1,1,249,1
26197,37,22,5,1062,0,1,266,1
26198,65,8,4,5595,0,0,247,1
26199,60,30,4,1911,1,1,265,0
26200,71,89,2,9022,1,1,272,1
26201,89,36,1,4028,1,1,266,1
26202,35,88,3,7786,1,0,273,1
26203,41,88,3,2221,1,0,253,1
26204,87,97,0,6190,1,1,256,1
26205,98,95,4,8950,0,0,252,1
26206,58,66,0,8117,1,1,247,1
26207,32,32,0,2022,1,1,263,1
26208,68,79,0,4597,1,0,248,1
26209,54,75,0,1186,1,0,272,1
26210,77,83,2,9389,0,1,278,1
26211,65,86,2,6388,1,1,257,1
26212,89,9,0,6007,0,1,245,0
26213,47,64,5,2647,0,0,257,1
26214,78,39,3,6266,1,1,281,0
26215,77,11,4,9333,0,1,261,1
26216,88,62,3,6665,0,1,277,1
26217,64,67,3,4521,1,1,253,1
26218,79,33,2,4925,1,0,279,1
26219,73,25,5,7061,0,1,253,1
26220,60,31,0,5602,1,1,262,1
26221,71,90,3,3893,1,0,271,1
26222,34,16,1,6230,1,0,255,0
26223,44,18,4,2263,1,0,279,1
26224,60,12,3,202,0,0,242,0
26225,36,71,0,6023,1,1,264,1
26226,39,89,2,3017,0,0,267,0
26227,61,81,3,7774,0,0,263,1
26228,67,25,5,6589,0,0,242,1
26229,40,78,5,6847,0,0,270,1
26230,36,85,2,3670,1,0,250,0
26231,82,0,0,9507,0,0,261,1
26232,66,28,0,3053,1,1,270,1
26233,81,70,5,9556,1,0,252,1
26234,58,89,2,7599,0,1,258,1
26235,43,80,4,1982,1,1,260,1
26236,85,23,0,1937,0,1,274,0
26237,83,64,5,4480,1,0,251,1
26238,75,9,5,3426,0,0,272,1
26239,50,77,4,6611,0,0,254,1
26240,87,10,1,422,0,1,268,1
26241,63,64,4,1451,1,1,271,1
26242,50,96,3,798,0,1,281,0
26243,35,30,4,1812,0,1,275,1
26244,58,13,0,4239,0,1,258,0
26245,47,72,5,5240,0,0,246,1
26246,75,72,5,4137,0,0,254,1
26247,73,80,2,1371,1,0,245,1
26248,77,41,5,5431,1,0,251,1
26249,37,24,5,535,0,1,268,0
26250,100,75,0,5366,0,0,253,1
26251,66,98,4,4963,1,0,281,1
26252,60,4,3,3499,0,0,262,1
26253,66,34,3,4509,0,1,265,0
26254,81,50,4,8658,0,1,248,1
26255,46,16,2,5278,0,1,252,0
26256,66,87,1,5522,1,0,248,0
26257,87,98,1,4839,1,0,261,1
26258,61,11,0,9020,0,0,248,1
26259,67,26,2,6331,0,0,276,1
26260,62,26,5,8370,1,0,251,1
26261,42,16,4,3328,1,1,280,0
26262,49,73,0,6599,0,0,281,1
26263,62,27,1,3135,1,1,271,1
26264,70,73,0,4246,1,1,254,1
26265,75,48,2,6320,0,0,270,1
26266,44,92,1,6366,1,1,281,1
26267,39,29,2,2047,1,0,277,0
26268,74,87,2,4750,1,0,263,1
26269,56,39,2,5566,0,0,271,1
26270,50,66,4,9813,1,1,254,1
26271,67,46,4,9587,0,1,264,0
26272,69,82,0,161,1,0,245,1
26273,62,26,5,8190,0,0,250,1
26274,52,27,2,8028,0,1,264,1
26275,73,4,0,9443,0,1,276,1
26276,86,87,0,3907,0,0,272,1
26277,102,85,1,3453,0,1,270,1
26278,66,71,3,3859,1,1,252,1
26279,51,28,3,8499,1,0,261,1
26280,64,92,0,8957,1,0,264,1
26281,73,6,0,7183,0,1,252,1
26282,75,13,0,8083,1,1,277,1
26283,42,30,1,6898,0,0,245,1
26284,50,44,2,2396,0,0,263,1
26285,63,8,1,3272,1,1,258,1
26286,89,89,5,8553,0,1,272,1
26287,52,43,0,2372,1,0,242,0
26288,75,20,1,3199,0,0,266,1
26289,80,59,2,6101,1,1,244,1
26290,52,34,5,8534,1,1,276,1
26291,60,94,1,3147,0,1,281,1
26292,87,55,1,7030,1,1,260,1
26293,82,53,4,1696,1,1,276,1
26294,45,78,3,9331,1,1,248,1
26295,69,99,5,372,0,1,256,1
26296,52,23,3,7485,1,0,272,1
26297,59,43,1,7827,0,0,274,1
26298,38,47,5,1895,1,0,267,1
26299,55,3,1,5569,0,1,281,1
26300,83,10,1,3921,1,0,262,1
26301,52,89,0,4211,0,0,276,1
26302,36,91,1,2272,0,1,278,0
26303,44,18,3,4459,0,1,264,1
26304,57,68,4,3211,1,0,275,0
26305,67,69,2,8955,0,1,265,1
26306,39,33,5,8199,0,1,252,1
26307,44,81,1,1326,0,1,248,1
26308,47,39,1,3906,1,1,249,0
26309,48,21,5,5979,1,0,247,1
26310,64,78,4,8319,1,0,278,1
26311,33,80,4,6220,0,0,262,1
26312,46,40,1,8782,0,0,241,0
26313,85,3,3,3544,1,0,260,1
26314,60,56,3,3181,1,1,276,0
26315,74,42,4,6688,0,0,241,1
26316,80,22,5,3598,0,1,270,1
26317,86,13,0,9352,0,0,271,1
26318,64,6,4,6730,0,1,265,1
26319,65,32,0,1586,0,1,273,1
26320,66,65,5,4272,1,1,251,1
26321,68,21,2,258,0,1,245,0
26322,96,38,3,1167,1,0,261,1
26323,73,35,0,3921,1,1,248,1
26324,64,56,3,2251,0,1,255,1
26325,34,10,1,7934,1,0,270,1
26326,52,41,0,2638,0,1,249,1
26327,57,62,0,164,1,1,262,1
26328,82,82,1,9594,0,1,247,0
26329,78,54,5,5129,1,1,249,1
